"","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","n_cycle","pc1"
"184",920576,"E02002361","E02002364",15,0,0,0,4,0,0,10,0,1,0,0,3201.33406079353,0.158145526434027,2.3721828965104,1.3721828965104
"185",920577,"E02002361","E02002366",29,0,0,0,6,0,0,11,1,1,10,0,1353.11565597295,0.228871187081131,6.6372644253528,5.6372644253528
"186",920578,"E02002361","E02002367",10,0,0,0,1,0,0,8,0,0,1,0,2516.17720954522,0.181371430854944,1.81371430854944,1.81371430854944
"187",920580,"E02002361","E02002369",5,0,0,0,0,0,0,4,0,1,0,0,2471.74499238206,0.182990360424814,0.91495180212407,-0.0850481978759297
"188",920582,"E02002361","E02002371",44,0,0,0,2,2,0,28,3,3,6,0,1561.57650877853,0.219525230864562,9.65911015804071,6.65911015804071
"189",920586,"E02002361","E02002376",7,0,0,0,1,0,0,4,1,0,1,0,1827.76250681754,0.208143963665031,1.45700774565522,1.45700774565522
"190",920587,"E02002361","E02002377",34,0,0,0,0,1,2,19,3,0,9,0,1550.25752112065,0.220022754474196,7.48077365212266,7.48077365212266
"191",920588,"E02002361","E02002379",9,0,0,0,0,0,0,8,1,0,0,0,3680.30126326724,0.143699199437714,1.29329279493943,1.29329279493943
"192",920591,"E02002361","E02002382",7,0,0,0,1,0,0,5,1,0,0,0,2011.8192097681,0.200621216011107,1.40434851207775,1.40434851207775
"193",920593,"E02002361","E02002384",53,0,0,1,10,1,0,30,4,4,3,0,2975.73506900422,0.165444445355641,8.76855560384896,4.76855560384896
"194",920597,"E02002361","E02002389",5,0,0,0,0,0,0,5,0,0,0,0,2805.66060005317,0.171168825767214,0.85584412883607,0.85584412883607
"195",920598,"E02002361","E02002390",17,0,0,0,1,1,0,13,1,1,0,0,3966.48359857937,0.135705317929302,2.30699040479813,1.30699040479813
"196",920601,"E02002361","E02002393",94,0,0,0,17,1,0,55,10,0,10,1,2810.4378053241,0.171005362146241,16.0745040417467,16.0745040417467
"197",920602,"E02002361","E02002394",17,0,0,0,2,0,0,14,1,0,0,0,2918.77159813558,0.167340081019627,2.84478137733366,2.84478137733366
"198",920612,"E02002361","E02002404",20,0,0,0,2,1,0,15,1,1,0,0,4109.21831479261,0.131886118515937,2.63772237031874,1.63772237031874
"199",920737,"E02002361","E02006861",26,0,0,1,3,0,0,20,0,1,1,0,3543.10012958757,0.147696936615809,3.84012035201102,2.84012035201102
"200",921204,"E02002363","E02002344",10,0,0,0,1,0,0,7,0,0,2,0,2933.73663680461,0.166839979639938,1.66839979639938,1.66839979639938
"201",921207,"E02002363","E02002347",14,0,0,0,2,1,0,8,2,1,0,0,2559.73586311082,0.179798234372043,2.5171752812086,1.5171752812086
"202",921209,"E02002363","E02002349",23,0,0,0,4,1,0,13,3,1,1,0,2939.22148515556,0.166657061588618,3.83311241653821,2.83311241653821
"203",921212,"E02002363","E02002352",29,0,0,0,5,1,0,13,2,2,6,0,1497.95044232535,0.222336585858921,6.44776098990872,4.44776098990872
"204",921213,"E02002363","E02002353",20,0,0,0,4,0,0,12,2,0,2,0,1732.41574490392,0.212151220720358,4.24302441440715,4.24302441440715
"205",921214,"E02002363","E02002354",20,0,0,0,0,0,0,12,4,0,4,0,1472.65745027766,0.223464146893289,4.46928293786577,4.46928293786577
"206",921217,"E02002363","E02002358",10,0,0,0,0,0,0,6,2,1,1,0,5009.32213861788,0.11015825866091,1.1015825866091,0.101582586609099
"207",921220,"E02002363","E02002361",30,0,0,0,0,1,1,18,3,1,6,0,1327.94068701971,0.230026458037367,6.90079374112102,5.90079374112102
"208",921222,"E02002363","E02002363",183,0,0,2,13,3,0,58,1,5,101,0,0,0.3,54.9,49.9
"209",921223,"E02002363","E02002364",14,0,0,0,1,1,0,12,0,0,0,0,4519.53833229838,0.121495206362601,1.70093288907641,1.70093288907641
"210",921224,"E02002363","E02002366",29,0,0,0,4,1,0,16,2,1,5,0,2658.97105252862,0.176264950592304,5.11168356717681,4.11168356717681
"211",921225,"E02002363","E02002367",11,0,0,0,2,0,0,5,1,1,2,0,1283.04649603613,0.232101128512072,2.55311241363279,1.55311241363279
"212",921227,"E02002363","E02002369",11,0,0,0,1,0,0,10,0,0,0,0,3717.53889508952,0.142632971171162,1.56896268288279,1.56896268288279
"213",921228,"E02002363","E02002371",72,0,0,0,7,1,0,35,2,2,25,0,1107.37458603318,0.240400806492511,17.3088580674608,15.3088580674608
"214",921232,"E02002363","E02002376",11,0,0,0,1,0,0,10,0,0,0,0,2757.03486983252,0.17284158834225,1.90125747176475,1.90125747176475
"215",921233,"E02002363","E02002377",13,0,0,0,1,0,1,6,0,2,3,0,1784.24459445398,0.209963468437947,2.72952508969331,0.729525089693315
"216",921234,"E02002363","E02002379",13,0,0,0,2,0,0,9,2,0,0,0,4878.46889074152,0.11307922695186,1.47002995037418,1.47002995037418
"217",921237,"E02002363","E02002382",8,0,0,0,0,0,0,7,1,0,0,0,2446.80719300937,0.183905315604083,1.47124252483266,1.47124252483266
"218",921239,"E02002363","E02002384",92,0,0,1,13,1,1,51,2,2,21,0,2227.18010476123,0.192163477238199,17.6790399059143,15.6790399059143
"219",921244,"E02002363","E02002389",2,0,0,0,0,0,0,2,0,0,0,0,3671.83336454579,0.143942771687449,0.287885543374897,0.287885543374897
"220",921245,"E02002363","E02002390",13,0,0,0,3,0,0,10,0,0,0,0,5020.89330242129,0.109903621568254,1.4287470803873,1.4287470803873
"221",921248,"E02002363","E02002393",156,0,0,0,19,5,3,89,13,12,15,0,2757.1090539839,0.172839023939963,26.9628877346342,14.9628877346342
"222",921249,"E02002363","E02002394",28,0,0,0,4,0,0,19,1,2,2,0,3273.21107299173,0.155888383387501,4.36487473485003,2.36487473485003
"223",921259,"E02002363","E02002404",22,0,0,0,1,1,0,16,1,1,2,0,4166.80045560462,0.130375973932832,2.86827142652231,1.86827142652231
"224",921426,"E02002363","E02006861",44,0,0,0,3,3,0,26,2,7,3,0,2314.23437831865,0.188846704564905,8.30925500085582,1.30925500085582
"225",921512,"E02002364","E02002344",2,0,0,0,0,0,0,2,0,0,0,0,4963.49283477577,0.111172595455758,0.222345190911515,0.222345190911515
"226",921515,"E02002364","E02002347",6,0,0,0,1,0,0,5,0,0,0,0,6143.18827807878,0.0878073156602254,0.526843893961352,0.526843893961352
"227",921517,"E02002364","E02002349",8,0,0,0,0,0,0,7,1,0,0,0,2760.81299457766,0.172711034257043,1.38168827405634,1.38168827405634
"228",921520,"E02002364","E02002352",17,0,0,0,5,0,0,10,0,1,1,0,4611.51699913709,0.11928064463527,2.02777095879959,1.02777095879959
"229",921521,"E02002364","E02002353",10,0,0,0,1,1,0,5,2,0,1,0,3756.91807796205,0.141514029285675,1.41514029285675,1.41514029285675
"230",921522,"E02002364","E02002354",6,0,0,0,1,0,0,3,1,0,1,0,5579.55522920265,0.0982850007278899,0.589710004367339,0.589710004367339
"231",921525,"E02002364","E02002358",95,0,0,0,3,3,1,44,7,1,36,0,1122.78070404124,0.239661217857812,22.7678156964922,21.7678156964922
"232",921528,"E02002364","E02002361",19,0,0,0,2,4,0,8,2,0,2,1,3201.33406079353,0.158145526434027,3.00476500224651,3.00476500224651
"233",921530,"E02002364","E02002363",11,0,0,0,5,0,0,5,1,0,0,0,4519.53833229838,0.121495206362601,1.33644726998861,1.33644726998861
"234",921531,"E02002364","E02002364",206,0,0,0,15,1,0,61,9,4,116,0,0,0.3,61.8,57.8
"235",921532,"E02002364","E02002366",29,0,1,0,7,0,2,9,1,2,6,1,1863.05758335923,0.206679845933628,5.99371553207522,3.99371553207522
"236",921533,"E02002364","E02002367",6,0,0,0,2,0,0,4,0,0,0,0,5599.71850157805,0.0978894493768819,0.587336696261291,0.587336696261291
"237",921535,"E02002364","E02002369",32,0,0,0,1,1,0,17,2,0,11,0,1098.80699479385,0.240813090788693,7.70601890523817,7.70601890523817
"238",921537,"E02002364","E02002371",27,0,0,0,3,0,0,15,2,0,7,0,4334.31818789295,0.126080278759159,3.40416752649729,3.40416752649729
"239",921541,"E02002364","E02002376",11,0,0,0,4,0,0,4,2,0,1,0,2488.13091831103,0.182391648706917,2.00630813577608,2.00630813577608
"240",921542,"E02002364","E02002377",6,0,0,0,0,0,0,5,0,1,0,0,3689.65371397093,0.143430662727863,0.860583976367178,-0.139416023632822
"241",921543,"E02002364","E02002379",43,0,0,1,4,4,0,14,2,0,18,0,1363.402597909,0.228400794214998,9.82123415124493,9.82123415124493
"242",921545,"E02002364","E02002382",13,0,0,0,7,0,0,3,1,1,1,0,3468.06522971868,0.149930136467196,1.94909177407354,0.949091774073543
"243",921547,"E02002364","E02002384",39,0,0,0,7,0,1,24,3,0,4,0,5540.0767373353,0.0990641011717713,3.86349994569908,3.86349994569908
"244",921552,"E02002364","E02002389",8,0,0,0,0,0,0,6,0,0,2,0,2594.75656271219,0.17854330237111,1.42834641896888,1.42834641896888
"245",921553,"E02002364","E02002390",62,0,0,0,19,2,1,20,7,1,12,0,2257.52915476394,0.191000614191433,11.8420380798688,10.8420380798688
"246",921556,"E02002364","E02002393",118,0,0,0,57,0,0,45,12,1,2,1,4536.43454619956,0.121085337476937,14.2880698222785,13.2880698222785
"247",921557,"E02002364","E02002394",25,0,0,0,8,1,0,12,3,0,1,0,3880.68506763795,0.138054075676138,3.45135189190344,3.45135189190344
"248",921567,"E02002364","E02002404",20,0,0,0,5,0,0,9,4,2,0,0,5143.24927185928,0.107246789248636,2.14493578497271,0.144935784972715
"249",921673,"E02002364","E02006861",13,0,0,0,0,0,0,9,3,0,1,0,6571.7442590661,0.0805947590208336,1.04773186727084,1.04773186727084
"250",921789,"E02002366","E02002344",11,0,0,0,0,0,0,9,1,0,1,0,3676.75543769184,0.143801142039816,1.58181256243798,1.58181256243798
"251",921792,"E02002366","E02002347",11,0,0,0,3,0,0,6,0,0,2,0,4503.91303422754,0.121875480004741,1.34063028005215,1.34063028005215
"252",921794,"E02002366","E02002349",33,0,0,0,3,0,0,15,2,0,13,0,1831.59146033276,0.20798462996868,6.86349278896645,6.86349278896645
"253",921797,"E02002366","E02002352",24,0,0,0,5,0,0,13,4,2,0,0,2950.99318478311,0.166265155735475,3.9903637376514,1.9903637376514
"254",921798,"E02002366","E02002353",18,0,0,0,2,0,0,12,1,0,3,0,2190.91139727907,0.193562449183456,3.48412408530221,3.48412408530221
"255",921799,"E02002366","E02002354",10,0,0,0,1,0,0,8,1,0,0,0,3798.16696053404,0.140351372593432,1.40351372593432,1.40351372593432
"256",921802,"E02002366","E02002358",20,0,0,0,1,0,0,17,2,0,0,0,2508.17764006316,0.181661841781872,3.63323683563744,3.63323683563744
"257",921805,"E02002366","E02002361",62,0,0,0,6,1,0,25,2,0,27,1,1353.11565597295,0.228871187081131,14.1900135990301,14.1900135990301
"258",921807,"E02002366","E02002363",32,0,0,0,3,1,0,23,4,0,1,0,2658.97105252862,0.176264950592304,5.64047841895372,5.64047841895372
"259",921808,"E02002366","E02002364",34,0,0,0,4,0,0,26,3,0,1,0,1863.05758335923,0.206679845933628,7.02711476174336,7.02711476174336
"260",921809,"E02002366","E02002366",89,0,0,1,6,2,0,35,6,0,37,2,0,0.3,26.7,26.7
"261",921810,"E02002366","E02002367",4,0,0,0,2,0,0,1,1,0,0,0,3750.05815913984,0.141708317485947,0.566833269943788,0.566833269943788
"262",921812,"E02002366","E02002369",24,0,0,0,1,0,0,15,0,0,8,0,1166.09838373937,0.237593872474767,5.70225293939441,5.70225293939441
"263",921814,"E02002366","E02002371",53,0,0,0,4,0,0,34,6,0,8,1,2540.48725690012,0.180491741502268,9.56606229962022,9.56606229962022
"264",921818,"E02002366","E02002376",15,0,0,0,1,0,0,7,2,1,3,1,1277.87165367007,0.232341470214267,3.48512205321401,2.48512205321401
"265",921819,"E02002366","E02002377",68,0,0,0,5,0,0,42,5,1,15,0,2041.58093865313,0.199430596169044,13.561280539495,12.561280539495
"266",921820,"E02002366","E02002379",17,0,0,0,0,0,0,14,2,0,1,0,2398.69862293609,0.185683340060969,3.15661678103647,3.15661678103647
"267",921823,"E02002366","E02002382",23,0,0,0,1,1,0,11,0,0,10,0,2079.00935275263,0.197943295656609,4.55269580010201,4.55269580010201
"268",921825,"E02002366","E02002384",52,0,0,0,6,1,0,29,4,3,8,1,3851.43038410431,0.138864188984791,7.22093782720914,4.22093782720914
"269",921830,"E02002366","E02002389",2,0,0,0,0,0,0,2,0,0,0,0,2063.7330449498,0.198548989003641,0.397097978007282,0.397097978007282
"270",921831,"E02002366","E02002390",33,0,0,0,4,0,0,23,2,2,1,1,2846.92069508876,0.169762149306392,5.60215092711094,3.60215092711094
"271",921834,"E02002366","E02002393",138,0,0,0,23,2,1,76,16,4,13,3,3146.83820800664,0.159878608924026,22.0632480315157,18.0632480315157
"272",921835,"E02002366","E02002394",29,0,0,0,2,1,1,20,3,0,2,0,2814.4778662088,0.170867243539578,4.95515006264776,4.95515006264776
"273",921845,"E02002366","E02002404",35,0,0,0,4,1,0,25,5,0,0,0,4144.75946747496,0.130951965601423,4.58331879604979,4.58331879604979
"274",921981,"E02002366","E02006861",23,0,0,0,6,0,0,15,1,0,1,0,4740.53215919227,0.11624221131915,2.67357086034046,2.67357086034046
"275",922089,"E02002367","E02002344",6,0,0,0,0,0,0,4,1,0,1,0,3962.4798730804,0.135814026815895,0.814884160895371,0.814884160895371
"276",922092,"E02002367","E02002347",15,0,0,0,3,0,0,8,4,0,0,0,3039.36362501888,0.163352386823171,2.45028580234756,2.45028580234756
"277",922094,"E02002367","E02002349",14,0,0,0,9,0,0,5,0,0,0,0,4222.2136618113,0.128939041000901,1.80514657401261,1.80514657401261
"278",922097,"E02002367","E02002352",24,0,0,0,11,2,0,4,0,1,6,0,2549.55670341347,0.180164646210146,4.32395150904351,3.32395150904351
"279",922098,"E02002367","E02002353",8,0,0,0,2,0,0,5,1,0,0,0,2984.2492835556,0.165162959186205,1.32130367348964,1.32130367348964
"280",922099,"E02002367","E02002354",46,0,0,0,7,1,0,16,2,0,19,1,1900.65935316032,0.205131370176584,9.43604302812286,9.43604302812286
"281",922102,"E02002367","E02002358",8,0,0,0,0,0,0,6,2,0,0,0,6198.75173409895,0.0868369417944887,0.69469553435591,0.69469553435591
"282",922105,"E02002367","E02002361",5,0,0,0,2,0,0,2,0,0,1,0,2516.17720954522,0.181371430854944,0.906857154274721,0.906857154274721
"283",922107,"E02002367","E02002363",84,0,0,0,4,4,0,23,4,2,47,0,1283.04649603613,0.232101128512072,19.496494795014,17.496494795014
"284",922108,"E02002367","E02002364",8,0,0,0,3,0,0,4,0,1,0,0,5599.71850157805,0.0978894493768819,0.783115595015055,-0.216884404984945
"285",922109,"E02002367","E02002366",13,0,0,0,3,2,0,3,3,0,2,0,3750.05815913984,0.141708317485947,1.84220812731731,1.84220812731731
"286",922110,"E02002367","E02002367",41,0,0,1,5,1,0,14,2,1,17,0,0,0.3,12.3,11.3
"287",922112,"E02002367","E02002369",8,0,0,0,2,0,0,6,0,0,0,0,4683.14075527047,0.117584158951992,0.940673271615936,0.940673271615936
"288",922114,"E02002367","E02002371",66,0,0,0,8,0,0,33,4,1,20,0,1375.60487845708,0.227844071706051,15.0377087325994,14.0377087325994
"289",922118,"E02002367","E02002377",9,0,0,0,0,0,0,6,0,2,1,0,2224.49176171278,0.19226682528885,1.73040142759965,-0.26959857240035
"290",922119,"E02002367","E02002379",4,0,0,0,2,0,0,1,0,0,1,0,5743.99918238062,0.0951051040235542,0.380420416094217,0.380420416094217
"291",922122,"E02002367","E02002382",9,0,0,0,2,0,0,6,0,0,1,0,2836.28175287019,0.170123751816258,1.53111376634632,1.53111376634632
"292",922124,"E02002367","E02002384",48,0,0,0,7,3,0,22,5,0,10,1,1448.0596599927,0.224566200322839,10.7791776154963,10.7791776154963
"293",922129,"E02002367","E02002389",6,0,0,0,1,3,0,2,0,0,0,0,4250.08146636803,0.128222390405109,0.769334342430654,0.769334342430654
"294",922130,"E02002367","E02002390",8,0,0,0,1,1,0,5,0,0,1,0,5709.43296936101,0.0957648666022609,0.766118932818087,0.766118932818087
"295",922133,"E02002367","E02002393",88,0,0,0,17,1,0,44,5,4,16,1,2625.7711745161,0.177439239875448,15.6146531090394,11.6146531090394
"296",922134,"E02002367","E02002394",19,0,0,0,7,0,0,8,1,0,3,0,3433.58862059855,0.150967525464495,2.86838298382541,2.86838298382541
"297",922144,"E02002367","E02002404",25,0,0,0,3,0,0,18,2,1,0,1,3933.71108871044,0.136597720134622,3.41494300336555,2.41494300336555
"298",922252,"E02002367","E02006861",47,0,0,0,7,2,0,17,6,0,15,0,1035.47589666465,0.243882681300637,11.46248602113,11.46248602113
"299",922732,"E02002369","E02002344",4,0,0,0,2,0,0,2,0,0,0,0,4774.53665932891,0.115454341808626,0.461817367234505,0.461817367234505
"300",922735,"E02002369","E02002347",10,0,0,0,4,0,0,5,0,1,0,0,5670.01059412903,0.0965229067506687,0.965229067506687,-0.0347709324933125
"301",922737,"E02002369","E02002349",11,0,0,0,3,0,0,3,2,0,3,0,2733.41137021254,0.173660145176555,1.9102615969421,1.9102615969421
"302",922740,"E02002369","E02002352",9,0,0,0,3,0,0,2,0,2,1,1,4117.015303109,0.131680615882711,1.1851255429444,-0.8148744570556
"303",922741,"E02002369","E02002353",8,0,0,0,0,0,0,3,3,1,1,0,3343.5123799495,0.153711888866098,1.22969511092878,0.229695110928784
"304",922742,"E02002369","E02002354",7,0,0,0,0,0,0,7,0,0,0,0,4942.23043112771,0.111646361401924,0.781524529813466,0.781524529813466
"305",922745,"E02002369","E02002358",49,0,0,0,3,1,0,29,4,2,10,0,2134.1164244061,0.195773658777082,9.59290928007704,7.59290928007704
"306",922748,"E02002369","E02002361",34,0,0,0,2,1,0,16,6,2,7,0,2471.74499238206,0.182990360424814,6.22167225444368,4.22167225444368
"307",922750,"E02002369","E02002363",15,0,0,0,5,0,0,10,0,0,0,0,3717.53889508952,0.142632971171162,2.13949456756744,2.13949456756744
"308",922751,"E02002369","E02002364",110,0,0,0,15,2,0,36,9,1,47,0,1098.80699479385,0.240813090788693,26.4894399867562,25.4894399867562
"309",922752,"E02002369","E02002366",46,0,0,0,7,0,0,14,5,1,19,0,1166.09838373937,0.237593872474767,10.9293181338393,9.92931813383928
"310",922753,"E02002369","E02002367",10,0,0,0,3,0,0,6,1,0,0,0,4683.14075527047,0.117584158951992,1.17584158951992,1.17584158951992
"311",922755,"E02002369","E02002369",67,0,0,0,8,0,1,25,2,2,28,1,0,0.3,20.1,18.1
"312",922757,"E02002369","E02002371",39,0,0,0,7,2,0,15,8,2,5,0,3359.89579964864,0.15320904786391,5.97515286669251,3.97515286669251
"313",922760,"E02002369","E02002376",18,0,0,0,1,0,0,5,3,0,9,0,1399.53287568129,0.226756306124163,4.08161351023493,4.08161351023493
"314",922761,"E02002369","E02002377",23,0,0,0,6,0,0,9,2,1,5,0,2649.46254935286,0.176600472690977,4.06181087189248,3.06181087189248
"315",922762,"E02002369","E02002379",45,0,0,0,3,3,0,10,2,0,27,0,1232.94839943241,0.234438383110756,10.549727239984,10.549727239984
"316",922764,"E02002369","E02002382",19,0,0,0,9,0,0,7,2,0,1,0,2377.25051346829,0.186481562193334,3.54314968167334,3.54314968167334
"317",922766,"E02002369","E02002384",40,0,0,0,9,0,0,29,1,0,1,0,4489.62208877116,0.122224321462127,4.8889728584851,4.8889728584851
"318",922771,"E02002369","E02002389",12,0,0,0,1,0,0,8,0,0,3,0,1569.85971562074,0.219161857358591,2.62994228830309,2.62994228830309
"319",922772,"E02002369","E02002390",66,0,0,0,5,4,0,29,7,3,18,0,1783.66061583363,0.209987992705409,13.859207518557,10.859207518557
"320",922775,"E02002369","E02002393",146,0,0,1,48,2,1,67,17,1,7,2,3439.205451613,0.150798028869852,22.0165122149984,21.0165122149984
"321",922776,"E02002369","E02002394",45,0,0,0,14,0,0,24,5,0,2,0,2793.11827652121,0.171598735707011,7.72194310681549,7.72194310681549
"322",922786,"E02002369","E02002404",27,0,0,0,5,0,0,17,3,1,1,0,4077.2397457284,0.132732327556753,3.58377284403233,2.58377284403233
"323",922906,"E02002369","E02006861",15,0,0,0,3,0,0,10,1,0,1,0,5613.47797642372,0.0976204382086175,1.46430657312926,1.46430657312926
"324",923313,"E02002371","E02002344",6,0,0,0,3,0,0,2,0,0,1,0,3957.76076463978,0.135942271550516,0.815653629303099,0.815653629303099
"325",923316,"E02002371","E02002347",11,0,0,0,4,0,0,5,0,0,2,0,3652.68750288567,0.144495009999252,1.58944510999178,1.58944510999178
"326",923318,"E02002371","E02002349",14,0,0,0,5,2,0,5,0,1,1,0,3470.33583833569,0.14986206539268,2.09806891549752,1.09806891549752
"327",923321,"E02002371","E02002352",28,0,0,1,14,2,0,9,1,0,0,1,2556.00542250499,0.17993242975348,5.03810803309743,5.03810803309743
"328",923322,"E02002371","E02002353",11,0,0,0,4,0,0,6,1,0,0,0,2555.29886098373,0.179957858216373,1.9795364403801,1.9795364403801
"329",923323,"E02002371","E02002354",25,0,0,0,6,2,0,10,0,0,7,0,2528.1858349523,0.180936349222781,4.52340873056953,4.52340873056953
"330",923326,"E02002371","E02002358",18,0,0,0,4,0,0,10,0,0,4,0,5045.66522679306,0.109360463346386,1.96848834023494,1.96848834023494
"331",923329,"E02002371","E02002361",20,0,0,0,5,0,0,8,2,1,4,0,1561.57650877853,0.219525230864562,4.39050461729123,3.39050461729123
"332",923331,"E02002371","E02002363",110,0,0,1,18,1,0,37,4,2,47,0,1107.37458603318,0.240400806492511,26.4440887141762,24.4440887141762
"333",923332,"E02002371","E02002364",23,0,0,0,10,0,0,11,2,0,0,0,4334.31818789295,0.126080278759159,2.89984641146066,2.89984641146066
"334",923333,"E02002371","E02002366",29,0,0,0,4,4,0,12,2,1,6,0,2540.48725690012,0.180491741502268,5.23426050356578,4.23426050356578
"335",923334,"E02002371","E02002367",27,0,0,0,1,1,0,7,2,0,16,0,1375.60487845708,0.227844071706051,6.15178993606338,6.15178993606338
"336",923336,"E02002371","E02002369",10,0,0,0,1,1,0,7,1,0,0,0,3359.89579964864,0.15320904786391,1.5320904786391,1.5320904786391
"337",923338,"E02002371","E02002371",220,0,0,1,28,0,0,67,5,1,116,2,0,0.3,66,65
"338",923342,"E02002371","E02002376",12,0,0,1,1,0,0,7,0,1,2,0,2115.70673329643,0.196495813943702,2.35794976732442,1.35794976732442
"339",923343,"E02002371","E02002377",58,0,0,0,3,2,0,25,2,2,24,0,858.634123038262,0.25266276377358,14.6544402988677,12.6544402988677
"340",923344,"E02002371","E02002379",4,0,0,0,1,0,0,2,0,0,1,0,4379.73387912092,0.124940259471488,0.49976103788595,0.49976103788595
"341",923346,"E02002371","E02002382",33,0,0,0,4,1,0,10,1,6,11,0,1503.36240056824,0.22209606078986,7.32917000606537,1.32917000606537
"342",923348,"E02002371","E02002384",86,0,0,0,11,4,1,41,1,3,25,0,1414.16678423151,0.226093610171016,19.4440504747074,16.4440504747074
"343",923353,"E02002371","E02002389",4,0,0,0,0,1,0,2,0,0,1,0,2885.98600159214,0.168440955233368,0.673763820933471,0.673763820933471
"344",923354,"E02002371","E02002390",39,0,0,0,12,2,1,23,0,1,0,0,4336.06961042756,0.126036122524955,4.91540877847325,3.91540877847325
"345",923357,"E02002371","E02002393",165,0,0,0,18,8,0,69,11,10,49,0,1649.893559271,0.215681711444426,35.5874823883303,25.5874823883303
"346",923358,"E02002371","E02002394",25,0,0,0,11,0,0,4,1,1,8,0,2231.95689064335,0.19197998014776,4.799499503694,3.799499503694
"347",923368,"E02002371","E02002404",30,0,0,0,7,1,0,16,3,2,1,0,3059.60223601926,0.162692518124126,4.88077554372378,2.88077554372378
"348",923514,"E02002371","E02006861",27,0,0,0,2,0,0,18,1,1,5,0,2253.73815084485,0.191145485920812,5.16092811986193,4.16092811986193
"349",924767,"E02002376","E02002344",2,0,0,0,0,0,0,2,0,0,0,0,4641.69702548504,0.118562834567718,0.237125669135436,0.237125669135436
"350",924769,"E02002376","E02002347",3,0,0,0,0,0,1,2,0,0,0,0,5091.80443944956,0.10835594411228,0.325067832336839,0.325067832336839
"351",924771,"E02002376","E02002349",13,0,0,0,3,2,0,4,0,0,4,0,3064.20686075214,0.162542759494377,2.11305587342691,2.11305587342691
"352",924774,"E02002376","E02002352",31,0,0,0,3,2,0,22,1,2,0,1,3612.95619398986,0.145647779211679,4.51508115556205,2.51508115556205
"353",924775,"E02002376","E02002353",5,0,0,0,1,3,0,1,0,0,0,0,3053.71262596359,0.162884270134557,0.814421350672784,0.814421350672784
"354",924776,"E02002376","E02002354",2,0,0,0,1,0,0,1,0,0,0,0,4163.58407905169,0.130459868558735,0.26091973711747,0.26091973711747
"355",924779,"E02002376","E02002358",15,0,0,0,1,0,0,9,5,0,0,0,3442.00104306352,0.150713738500139,2.26070607750208,2.26070607750208
"356",924782,"E02002376","E02002361",34,0,0,0,9,3,0,11,4,0,7,0,1827.76250681754,0.208143963665031,7.07689476461107,7.07689476461107
"357",924784,"E02002376","E02002363",14,0,0,0,1,0,0,13,0,0,0,0,2757.03486983252,0.17284158834225,2.4197822367915,2.4197822367915
"358",924785,"E02002376","E02002364",23,0,0,0,6,1,0,11,4,0,1,0,2488.13091831103,0.182391648706917,4.19500792025909,4.19500792025909
"359",924786,"E02002376","E02002366",54,0,0,0,9,4,0,13,5,0,23,0,1277.87165367007,0.232341470214267,12.5464393915704,12.5464393915704
"360",924787,"E02002376","E02002367",4,0,0,0,0,0,0,1,0,0,3,0,3488.14452571236,0.149329245503801,0.597316982015204,0.597316982015204
"361",924789,"E02002376","E02002369",30,0,0,0,5,1,0,13,2,0,9,0,1399.53287568129,0.226756306124163,6.80268918372489,6.80268918372489
"362",924791,"E02002376","E02002371",33,0,0,0,8,1,0,12,3,1,8,0,2115.70673329643,0.196495813943702,6.48436186014216,5.48436186014216
"363",924794,"E02002376","E02002376",58,0,0,0,2,0,0,17,5,0,34,0,0,0.3,17.4,17.4
"364",924795,"E02002376","E02002377",45,0,0,0,5,2,0,21,3,0,14,0,1311.87564749827,0.230766723467737,10.3845025560482,10.3845025560482
"365",924796,"E02002376","E02002379",11,0,0,0,1,0,0,4,2,0,4,0,2271.3979378379,0.190471559048692,2.09518714953561,2.09518714953561
"366",924799,"E02002376","E02002382",69,0,0,0,6,0,0,22,4,2,34,1,979.95714217032,0.246605784192136,17.0157991092574,15.0157991092574
"367",924801,"E02002376","E02002384",38,0,0,0,4,0,0,22,8,0,4,0,3112.71457842538,0.160973468418195,6.11699179989141,6.11699179989141
"368",924806,"E02002376","E02002389",11,0,0,0,3,0,0,2,0,1,5,0,977.910865024461,0.246706729603002,2.71377402563302,1.71377402563302
"369",924807,"E02002376","E02002390",23,0,0,0,3,3,0,8,2,0,7,0,2267.93129272086,0.190603664299624,4.38388427889136,4.38388427889136
"370",924810,"E02002376","E02002393",167,0,0,0,54,2,0,60,14,3,34,0,2056.75005644496,0.198826475788813,33.2040214567318,30.2040214567318
"371",924811,"E02002376","E02002394",52,0,0,0,7,0,0,22,3,1,18,1,1555.33447013762,0.219799458997949,11.4295718678933,10.4295718678933
"372",924821,"E02002376","E02002404",45,0,0,0,9,3,2,16,8,3,4,0,2888.92699442467,0.168341907637641,7.57538584369385,4.57538584369385
"373",924926,"E02002376","E02006861",20,0,0,0,6,0,0,10,2,0,2,0,4341.67059248102,0.12589501636095,2.51790032721899,2.51790032721899
"374",925028,"E02002377","E02002344",1,0,0,0,0,0,0,0,0,0,1,0,4337.78414108687,0.125992911374813,0.125992911374813,0.125992911374813
